ID,PrimaryKey,Plant_sp_count,BareSoilCover,TotalFoliarCover,FH_TotalLitterCover,latitude,longitude,CRS
215,CO_CO_Uncompahgre_Field_Office_LUP_2018_SS-276_V12021-09-01,65,9.33333333,40.66666667,4.66666667,38.17819987,-108.5542298,4326
216,CO_GFO_LUP_2020_WySage-2268_V12023-09-01,65,8.66666667,52,14.66666667,38.3313765,-106.7587317,4326
217,CO_LSFO_LUP_2021_LSFO2021-096_V22023-09-01,65,28,58,13.33333333,40.94784198,-108.291488,4326
218,MTC02000_2018_Shallow-1852018-09-01,65,8.78378378,73.64864865,14.86486486,47.06198153,-105.5143569,4326
219,MTL00000_2019_MS-5272019-09-01,65,12,87.33333333,0,47.55656941,-109.5687799,4326
220,MT_LFO-Random-Intensified-fuels-2020_CrookedCreekUnitE-04_V12020-09-01,65,4,78,17.33333333,47.37819032,-108.0642561,4326
221,MT_MCFO_AIMLite_2023_PowderRBasinPh2-X1_V22023-09-01,65,6.66666667,62,23.33333333,45.06248907,-106.1443089,4326
222,MT_NCMDO_LUP_2022_TF_807_V12022-09-01,65,2,82,16,47.76917364,-107.423046,4326
223,WY_NFO_LUP_2022_NFO2022_NR_030_V12022-09-01,65,6.66666667,87.33333333,6,43.41016371,-104.3385989,4326
224,17061311333364032017-09-01,64,5.33333333,82.66666667,12,39.906994,-108.209475,4326
225,17092110205891552017-09-01,64,0.66666667,66.66666667,15.33333333,38.66078,-106.07723,4326
226,18080911181340972018-09-01,64,10,48,18.66666667,40.124969,-108.135417,4326
227,18081612445953122019-09-01,64,1.33333333,93.33333333,4.66666667,44.67972,-105.55301,4326
228,CON02000_OverSample2019_CRV-332019-09-01,64,0,97.33333333,0.66666667,40.02941034,-106.8075674,4326
229,COS01000_2020_SS-0832019-09-01,64,22.66666667,8.66666667,56,38.10931131,-108.7418465,4326
230,CO_CO-NWD-2020_GOS-175_V12020-09-01,64,4,81.33333333,14,39.94992942,-108.6051726,4326
231,CO_CO-NWD-2020_MtnSage-320_V12020-09-01,64,1.35135135,92.56756757,6.08108108,40.12975812,-105.9759302,4326
232,CO_CO_Kremmling_Field_Office_LUP_2021_KFO2021-004_V22021-09-01,64,28.66666667,60,9.33333333,40.11872453,-106.0332651,4326
233,CO_CRVFO-2020-Allotments_CRV-36_V12020-09-01,64,0.66666667,94.66666667,4.66666667,40.03402808,-106.811654,4326
234,CO_Gunnison-Field-Office-2020_Oak-1160_V22020-09-01,64,5.33333333,60,21.33333333,38.57395102,-106.8034117,4326
235,CO_RGFO_LUP_2022_FO-NR-007_V12023-09-01,64,0,34.66666667,14,38.59011183,-105.1284193,4326
236,CO_RGFO_LUP_2022_FO_160_V12022-09-01,64,4,85.33333333,6.66666667,38.68104964,-105.3114978,4326
237,CO_RGFO_LUP_2022_PJ-NR-004_V12023-09-01,64,3.33333333,46.66666667,26.66666667,38.7024542,-106.0488686,4326
238,MTL00000_2020_WS-3902019-09-01,64,6,88.66666667,0.66666667,47.72507027,-108.4760774,4326
239,MTL0600_2019_GRMB-0382019-09-01,64,70,30,0,47.98864641,-109.0003194,4326
240,MTL0600_2019_MSMB-0822019-09-01,64,6,80,12,47.86174723,-109.1533183,4326
241,MT_BIFO-Random-2020_CWSa-196_V12020-09-01,64,1.33333333,50,39.33333333,46.24085399,-107.8815718,4326
242,MT_LFO_LUP_2022_MS-1_V12023-09-01,64,2.66666667,83.33333333,14,47.5378689,-108.6138756,4326
243,MT_North-Central-Montana-LUP-2017_GR-181_V12020-09-01,64,3.33333333,74,5.33333333,48.58154585,-107.0107864,4326
244,WY_LFO_Targeted_2023_LFO2022-T-23_V12023-09-01,64,7.33333333,76,8,42.27828405,-107.6463223,4326
245,WY_WY_NewcastleFieldOffice_2021_RI-331_V12021-09-01,64,23.33333333,60,14.66666667,44.81911247,-104.9931431,4326
246,WY_WY_NewcastleFieldOffice_2021_SH-221_V12021-09-01,64,46.66666667,36,16.66666667,44.80339755,-104.9986237,4326
247,WY_WY_RockSpringsFO_2021_RDI2021-014_V12021-09-01,64,41.33333333,30.66666667,24,41.85053605,-108.4261765,4326
248,15080414563375282015-09-01,63,21.33333333,54,16,42.7118106,-106.9822138,4326
249,16072010022879892016-09-01,63,41.33333333,42.66666667,14,42.7567766,-107.905566,4326
250,17061408545123062017-09-01,63,2,94.66666667,3.33333333,39.989174,-106.321297,4326
251,17062215315038202017-09-01,63,0.66666667,80,8.66666667,40.42181273,-108.7616848,4326
252,17071009123573282017-09-01,63,3.33333333,85.33333333,10.66666667,37.50629063,-106.3037716,4326
253,17080210250685822017-09-01,63,2.66666667,80,17.33333333,40.90326,-106.420368,4326
254,1708221143562992017-09-01,63,5.33333333,79.33333333,11.33333333,39.915554,-106.448997,4326
255,19080807291870382019-09-01,63,7.33333333,80,12.66666667,39.777086,-108.472199,4326
256,2008200951068032020-09-01,63,2,76.66666667,4,43.93057,-108.70583,4326
257,2106041123538302021-09-01,63,24,59.33333333,16.66666667,44.105919,-105.998036,4326
258,22051311073527432022-09-01,63,28.66666667,68,2.66666667,44.562706,-106.184428,4326
259,COF02000_2019_GR-4722019-09-01,63,0,84.66666667,8.66666667,38.5045797,-105.5960373,4326
260,COF03000_2019_FO-3312019-09-01,63,5.33333333,78,13.33333333,38.1971693,-106.085998,4326
261,CO_CO-NWD-2020_GOS-174_V12020-09-01,63,6,73.33333333,20.66666667,39.63950033,-108.3380574,4326
262,CO_CO_White_River_Field_Office_LUP_2021_WRFO2021-028_V12021-09-01,63,3.33333333,82,14,40.14202366,-107.9612352,4326
263,CO_CO_White_River_Field_Office_LUP_2021_WRFO2021-043_V22021-09-01,63,10.66666667,63.33333333,25.33333333,39.71681952,-108.245042,4326
264,CO_GFO_LUP_2020_MtnSage-2138_V22023-09-01,63,4,82.66666667,12.66666667,38.32823639,-107.3520606,4326
265,CO_KFO_INT_TRGT_2022_Bolton_Draw_C2_V22022-09-01,63,7.33333333,85.33333333,7.33333333,40.68124295,-106.1253061,4326
266,CO_RGFO_LUP_2022_PJ-264_V12023-09-01,63,3.33333333,57.33333333,14.66666667,38.53179443,-105.2119082,4326
267,CO_TRFO_LUP_2023_TRFO2023-042_V22023-09-01,63,15.33333333,62.66666667,18,37.75302429,-108.7742222,4326
268,MTC01000_2019_TGT-BBGC-SgShr-0042019-09-01,63,38,46.66666667,0,45.12101389,-108.8682759,4326
269,MTL00000_2019_MS-5382019-09-01,63,38,52.66666667,2,47.72430393,-108.649176,4326
270,MT_LFO-Random-Intensified-fuels-2020_TinCanHillUnitI-25_V12020-09-01,63,8.66666667,70.66666667,20,47.16403912,-108.0193395,4326
271,MT_North-Central-Montana-LUP-2017_GR-091_V12021-09-01,63,13.33,50,34.66,47.76695562,-107.4545018,4326
272,MT_SDFO_LUP_2022_SDFO2022-098_V12023-09-01,63,6.66666667,82.66666667,10.66666667,44.50449966,-102.2328581,4326
273,WY_BFO_LUP_2022_BFO2022-015_V22023-09-01,63,9.33333333,88,2,44.30648891,-106.1689435,4326
274,WY_NFO_LUP_2022_NFO2022_NR_022_V12022-09-01,63,20,68,4.66666667,43.19774419,-104.7756668,4326
275,WY_RSFO_LUP_2023_RSFO2023-003_V12023-09-01,63,7.33333333,75.33333333,9.33333333,41.03074373,-109.125905,4326
276,17061410003040672017-09-01,62,2,84,5.33333333,40.89711679,-108.8190046,4326
277,17081207502237552017-09-01,62,4.66666667,88,4,40.427739,-108.786048,4326
278,17081710150124802017-09-01,62,2,89.33333333,4.66666667,42.674876,-108.515495,4326
279,20071410412793132020-09-01,62,0,64,24.66666667,43.89355,-104.06407,4326
280,20082013303657732020-09-01,62,2.66666667,90,4,42.74236,-110.44277,4326
281,2106041229239262021-09-01,62,1,94,5,44.573379,-105.087649,4326
282,CON05000_2019_GOS-1452019-09-01,62,4,72,23.33333333,39.68781639,-108.301478,4326
283,CO_CO-NWD-2020_CO-1020_V12020-09-01,62,6,72.66666667,16.66666667,40.97631183,-106.5009922,4326
284,CO_CO-NWD-2020_CW-1038_V12020-09-01,62,8,72.66666667,16.66666667,40.02098481,-108.1939433,4326
285,CO_CO_Kremmling-Field-Office-Bolton-Draw-Treatment-2021_Bolton-Draw-C3_V12021-09-01,62,8,76,16,40.68132804,-106.1267114,4326
286,CO_CO_Kremmling_Field_Office_Watersheds_2021_NFNPR-003_V12021-09-01,62,7.33333333,73.33333333,16,40.7957653,-106.494028,4326
287,CO_CRVFO-2020-Allotments_CRV-45_V12020-09-01,62,1.33333333,85.33333333,9.33333333,39.85346625,-106.7137977,4326
288,CO_GFO_LUP_2020_GUSG_Habitat_522_V12022-09-01,62,5.33333333,66,22.66666667,38.55687554,-106.7739771,4326
289,CO_KFO_LUP_2021_KFO2021-116_V22023-09-01,62,0.66666667,93.33333333,4.66666667,39.91363081,-106.2906029,4326
290,CO_LSFO_LUP_2021_LSFO-NR-051_V12023-09-01,62,12.66666667,70,10,40.55196938,-108.4449726,4326
291,CO_UFO_GUSGHAF_2022_GreenMtnMiddle-089_V12023-09-01,62,2.66666667,75.33333333,21.33333333,38.62115982,-107.7432842,4326
292,CO_UFO_GUSG_2022_GreenMtnEast_251_V12022-09-01,62,17.33333333,62,18.66666667,38.62487089,-107.6838045,4326
293,MTL00000_2018_CO-4452018-09-01,62,3.33333333,90,6,47.90022152,-107.249233,4326
294,MTL00000_2019_RI-6122019-09-01,62,1.33333333,88,10.66666667,47.88862043,-108.6000621,4326
295,MT_BFO-Planning-Area-2020_BHE-11-G_V12020-09-01,62,0.66666667,95.33333333,3.33333333,45.78546743,-112.5983882,4326
296,MT_BIFO-Random-2020_Grss-080_V12020-09-01,62,0,94.66666667,5.33333333,46.02760539,-107.9818166,4326
297,MT_BIFO-Random-Intensified-PMWHR-2020_INT-PMWHR-Grss-08_V12020-09-01,62,12,74,8.66666667,45.1429369,-108.328195,4326
298,MT_LFO_LUP_2022_MS-2_V12023-09-01,62,12.66666667,66,20.66666667,47.53868851,-108.628909,4326
299,MT_MCFO-LUP-2017_SiltyLoamy-301_V12020-09-01,62,0.66666667,86,9.33333333,46.49668138,-105.7985926,4326
300,MT_NCMD_LUP_2022_VR-385_V12023-09-01,62,4,78.66666667,4.66666667,47.74489306,-110.9200981,4326
301,WY_CYFO-2021_BAR-093_V12021-09-01,62,6,84,8,44.76616852,-109.1003161,4326
302,WY_LFO_LUP_2022_LFO2022_T_14_V12022-09-01,62,16.66666667,55.33333333,18.66666667,42.33905592,-107.7564324,4326
303,WY_NFO_LUP_2022_NFO2022-NR-061_V12023-09-01,62,1.33333333,96.66666667,2,44.14871659,-104.9751816,4326
304,WY_NFO_LUP_2022_NFO2022_NR_004_V12022-09-01,62,16,74,9.33333333,44.3510392,-105.0016305,4326
305,WY_NFO_LUP_2022_NFO2022_NR_008_V12022-09-01,62,12,53.33333333,11.33333333,43.26693457,-104.4618601,4326
306,WY_WYAIM-RAFO-2021_RFO2021-002_V12021-09-01,62,12.66666667,37.33333333,14.66666667,41.58434952,-107.716318,4326
307,WY_WY_RockSpringsFO_2021_RDI2021-015_V12021-09-01,62,30.66666667,20.66666667,7.33333333,42.14584085,-108.8675187,4326
308,1607271509294942016-09-01,61,4,60.66666667,10,40.394326,-108.877564,4326
309,17080711550652602017-09-01,61,2,77.33333333,10.66666667,39.993354,-106.354174,4326
310,17092112423185882017-09-01,61,2.66666667,51.33333333,26.66666667,38.656667,-106.06621,4326
311,18053108361981252018-09-01,61,18,48,14,39.865553,-106.74584,4326
312,18061114251383912018-09-01,61,2.66666667,77.33333333,9.33333333,40.39992435,-108.7368361,4326
313,18070215095850772018-09-01,61,12.66666667,52,10,40.952784,-105.952469,4326
314,20071213104388732020-09-01,61,19.33333333,69.33333333,9.33333333,43.89121,-105.01947,4326
315,22051213243064792022-09-01,61,5,93,1,44.589553,-105.788961,4326
316,CON04000_2019_MtnSage-3002019-09-01,61,20,66,13.33333333,39.36632909,-107.1611501,4326
317,CO_CO_Royal_Gorge_Field_Office_LUP_2017_GR-513_V12021-09-01,61,0.66666667,73.33333333,14,38.75211451,-105.283875,4326
318,CO_GFO_LUP_2020_Cotton-067_V12023-09-01,61,10.66666667,59.33333333,24.66666667,38.41155218,-107.0384475,4326
319,CO_GFO_LUP_2020_GUSG_Habitat-528_V12023-09-01,61,0,96,4,38.39209287,-106.8881764,4326
320,CO_GFO_LUP_2020_GUSG_Habitat-535_V12023-09-01,61,5.33333333,40.66666667,10,38.38626425,-106.8052243,4326
321,CO_Gunnison-Field-Office-2020_GUSG_Habitat-495_V12020-09-01,61,6.66666667,61.33333333,16,38.60799251,-106.8412034,4326
322,CO_RGFO_LUP_2022_RA-NR-012_V12023-09-01,61,9.33333333,50,27.33333333,38.42741759,-105.6585223,4326
323,CO_SLVFO_LUP_2020_LOAM_127_V22022-09-01,61,10.66666667,65.33333333,19.33333333,37.50632793,-106.3037969,4326
324,CO_WRFO_LUP_2021_WRFO2021-110_V22023-09-01,61,2,89.33333333,8.66666667,39.87465964,-108.0341087,4326
325,MTL0600_2019_WSMB-1612019-09-01,61,12,88,0,47.91083536,-108.9876919,4326
326,MT_MCFO-LUP-2017_SandGravel-149_V12020-09-01,61,0.66666667,96.66666667,2.66666667,46.23650635,-104.4209695,4326
327,MT_MCFO_LUP_2022_MCFO2022_049_V12022-09-01,61,0,97.33333333,2.66666667,45.71866059,-106.71137,4326
328,MT_North-Central-Montana-LUP-2017_GR-126_V12020-09-01,61,3.33333333,83.33333333,8.66666667,48.51194773,-107.7948698,4326
329,MT_North-Central-Montana-LUP-2017_WS-386_V12021-09-01,61,4,69.36,26.67,47.76301464,-107.429384,4326
330,WY_BFO_LUP_2022_BFO2022-018_V12023-09-01,61,10,84.66666667,5.33333333,43.57783317,-106.0963301,4326
331,WY_NFO_LUP_2022_NFO2022_NR_042_V12022-09-01,61,18.91891892,60.81081081,3.37837838,43.46857359,-104.7351848,4326
332,WY_RFO_LUP_2021_RFO2021_073_V22022-09-01,61,1.33333333,66.66666667,20,41.22849213,-107.3520662,4326
333,16083014152940242016-09-01,60,4.66666667,77.33333333,16.66666667,44.883893,-106.3861889,4326
334,17062011015540992017-09-01,60,15.33333333,72.66666667,4,42.513003,-108.348614,4326
335,17062110010480712017-09-01,60,0.66666667,92,6.66666667,39.591581,-106.778829,4326
336,19050915005753702019-09-01,60,2.66666667,94.66666667,2.66666667,43.41457116,-104.6344231,4326
337,19050915013568682019-09-01,60,12,83.33333333,3.33333333,43.16925894,-104.7619259,4326
338,1905091514552862019-09-01,60,8.66666667,90,0.66666667,43.48080758,-104.7484116,4326
339,19062518070723942019-09-01,60,18.66666667,68.66666667,12,39.769938,-108.203431,4326
340,20052810494929402020-09-01,60,20.66666667,64.66666667,9.33333333,44.847507,-105.38328,4326
341,20052813521159172020-09-01,60,12,71.33333333,14.66666667,44.8467,-105.18622,4326
342,20071918395898542020-09-01,60,1.33333333,92.66666667,4.66666667,43.44568,-104.378,4326
343,22051215253271392022-09-01,60,4.66666667,93.33333333,2,44.593301,-106.248024,4326
344,22051311594465662022-09-01,60,4.66666667,92,3.33333333,44.532556,-106.034704,4326
345,CON01000_2020_LowSage-1892019-09-01,60,12.66666667,36,8.66666667,40.59409288,-108.8786335,4326
346,CO_CO-NWD-2020_LowSage-194_V12020-09-01,60,1.33333333,84,14,40.42261873,-108.7504834,4326
347,CO_CO_Colorado_River_Valley_Field_Office_LUP_2021_UFP-007_V12021-09-01,60,4,88,6.66666667,39.55945795,-108.0368393,4326
348,CO_CO_White_River_Field_Office_Basin_Springs_2021_Basin-Springs-02_V12021-09-01,60,12,68.66666667,16,40.35564431,-108.9201772,4326
349,CO_CO_White_River_Field_Office_TRT_2016_TRT-GRSG-RL-001_V42021-09-01,60,16,54,28,39.78508308,-108.4140786,4326
350,CO_KFO_INT_BOLTDRW_2021_Bolton-Draw-C2_V32023-09-01,60,8.66666667,76.66666667,14,40.68123787,-106.1253309,4326
351,CO_KFO_INT_BOLTDRW_2021_Bolton-Draw-C3_V32023-09-01,60,6,80.66666667,13.33333333,40.68133834,-106.1267358,4326
352,CO_RGFO_LUP_2022_FO-167_V12023-09-01,60,16.66666667,47.33333333,22.66666667,37.69409113,-105.3691626,4326
353,CO_SWDO_ESR_2022_HorseParkWildfire-39_V22023-09-01,60,4.66666667,86,4.66666667,37.94039425,-108.5145289,4326
354,CO_SWDO_ESR_2022_M1-13_V32023-09-01,60,3.33333333,64,18,39.37336909,-108.4999246,4326
355,CO_San-Luis-Valley-Field-Office-2020_LOAMY-NR-002_V12020-09-01,60,1.33333333,71.33333333,19.33333333,38.30777,-106.0354517,4326
356,CO_UFO_GUSGHAF_2022_GreenMtnEast-253_V12023-09-01,60,10,74,11.33333333,38.62565083,-107.6493864,4326
357,CO_UFO_LUP_2023_UFO2023-026_V22023-09-01,60,6.66666667,65.33333333,25.33333333,38.63647609,-107.7672615,4326
358,MT001000_2018_TGT-UYPP-SgStp-0192018-09-01,60,12,44.66666667,21.33333333,46.25863317,-108.1119263,4326
359,MTC00000_2020_Grass-1232019-09-01,60,27.33333333,66,4,45.15316507,-102.1141617,4326
360,MTC02000_2020_Shallow-2002019-09-01,60,22,75.33333333,0,46.8409516,-105.653801,4326
361,MTL0600_2019_WSMB-1542019-09-01,60,14,80.66666667,2,47.94023199,-108.9709835,4326
362,MT_North-Central-Montana-LUP-2017_MS-515_V12020-09-01,60,2,78,20,47.43481447,-108.0976924,4326
363,MT_West-Bridge-Coulee-2021_West-Bridge-Coulee-1_V12021-09-01,60,13.33,66.03,20.67,47.16218349,-107.9920983,4326
364,WY_CYFO-2021_CON-232_V12021-09-01,60,24.66666667,42,6.66666667,44.74955662,-107.9321184,4326
365,WY_WYAIM-RAFO-2021_RFO2021-007_V12021-09-01,60,18.66666667,52.66666667,26.66666667,41.66369407,-107.5278223,4326
366,WY_WY_LanderFieldOffice_2016_WY_SAGE-591_V12021-09-01,60,20,47.33333333,12.66666667,42.64022784,-107.5746743,4326
367,WY_WY_LanderFieldOffice_2016_WY_SAGE-596_V12021-09-01,60,32.66666667,56.66666667,10,42.54785732,-107.9824169,4326
368,WY_WY_LanderFieldOffice_2016_WY_SAGE-606_V12021-09-01,60,19.33333333,60.66666667,16,42.56825743,-108.0262756,4326
369,WY_WY_RockSpringsFO_2021_RDI2021-017_V12021-09-01,60,16.66666667,57.33333333,24,41.78175175,-108.6801864,4326
370,17061810180630662017-09-01,59,12.66666667,67.33333333,14,39.807222,-108.55987,4326
371,17071013084963652017-09-01,59,10,74.66666667,15.33333333,39.716817,-108.245041,4326
372,17081514014735212017-09-01,59,2.66666667,69.33333333,4.66666667,38.14157054,-106.3580665,4326
373,1907101301587742019-09-01,59,1.33333333,92,5.33333333,44.53173,-112.35109,4326
374,22051310560051312022-09-01,59,2.66666667,91.33333333,6,44.424491,-105.915854,4326
375,CON02000_OverSample2019_CRV-302019-09-01,59,13.33333333,73.33333333,8.66666667,39.79806633,-106.758053,4326
376,CON05000_2019_MtnSage-3062019-09-01,59,0,96,4,39.64955389,-107.9983942,4326
377,CO_CO-NWD-2020_WyoSage-802_V12020-09-01,59,13.33333333,29.33333333,47.33333333,39.9025987,-108.38877,4326
378,CO_CO_Kremmling_Field_Office_LUP_2021_KFO2021-008_V12021-09-01,59,1.33333333,85.33333333,13.33333333,40.0006455,-106.2836038,4326
379,CO_CO_White_River_Field_Office_TRT_2016_TRT-GRSG-PJ-002_V22021-09-01,59,19.33333333,58,20,39.76992967,-108.2034339,4326
380,CO_GFO_LUP_2020_Alpine_260_V12022-09-01,59,0.66666667,60.66666667,13.33333333,37.96606727,-107.5241196,4326
381,CO_GFO_LUP_2020_Oak-1157_V22023-09-01,59,6,59.33333333,16.66666667,38.40177826,-107.2323781,4326
382,CO_GFO_LUP_2020_Oak-154_V22023-09-01,59,5.33333333,48,8.66666667,38.45433777,-106.8942392,4326
383,CO_GFO_LUP_2020_Oak_1217_V22022-09-01,59,12,50,20,38.59451787,-106.9650861,4326
384,CO_Gunnison-Field-Office-2020_MtnSage-344_V22020-09-01,59,6,54,33.33333333,38.50508025,-106.6117734,4326
385,CO_KFO_INT_BOLTDRW_2021_Bolton-Draw-T1_V32023-09-01,59,14.66666667,66.66666667,16,40.68087427,-106.1228586,4326
386,CO_KFO_LUP_2021_KFO2021-083_V22023-09-01,59,2,84.66666667,12.66666667,39.91556544,-106.4489984,4326
387,CO_KFO_LUP_2021_KFO2021_068_V12022-09-01,59,5.33333333,80,8.66666667,40.10301165,-106.0512917,4326
388,CO_TRFO_LUP_2023_TRFO2023-046_V22023-09-01,59,2,95.33333333,2.66666667,37.66466385,-108.7317881,4326
389,CO_TRFO_LUP_2023_TRFO2023-NR-017_V12023-09-01,59,12,50,12.66666667,37.38085065,-108.887143,4326
390,CO_WRFO_LUP_2021_WRFO2021-115_V22023-09-01,59,10,42,20,39.85956781,-108.3189485,4326
391,MTC01000_2019_INT-BBGC-CWSa-082019-09-01,59,5.33333333,66.66666667,0,45.09451615,-109.1968232,4326
392,MTC01000_2019_SgStp-1582019-09-01,59,10.66666667,88.66666667,0,46.1392522,-107.9295601,4326
393,MTC01000_2019_TGT-BBGC-SgShr-0032019-09-01,59,2.66666667,62,0.66666667,45.04062323,-109.1831554,4326
394,MTC04000_2019_FuelsFM-0032019-09-01,59,3.33333333,94.66666667,2,44.39894721,-103.4643894,4326
395,MTL00000_2018_WS-3652019-09-01,59,5.33333333,94.66666667,0,47.43967261,-110.1856577,4326
396,MTL00000_2019_MS-5342019-09-01,59,29.33333333,58.66666667,0.66666667,47.95520677,-108.2144186,4326
397,MTL00000_2019_RI-6112019-09-01,59,12.66666667,84,0,47.97696035,-108.0770528,4326
398,MTL00000_2019_WS-3812019-09-01,59,23.33333333,70.66666667,2,47.36369788,-110.2428022,4326
399,MTL0600_2019_COMB-0032019-09-01,59,34,60.66666667,4,47.57298812,-108.9855431,4326
400,MTL0600_2019_COMB-0062019-09-01,59,17.33333333,68,14.66666667,47.71631335,-108.767164,4326
401,MTL0600_2019_COMB-0072019-09-01,59,10.66666667,86.66666667,0.66666667,47.59655244,-108.8371484,4326
402,MT_BIFO_INT_TRGT_2022_INT_PMWHR_RpWet_76_V12022-09-01,59,5.33333333,76.66666667,16.66666667,45.16318675,-108.3269801,4326
403,MT_DFO_WTRSHD_2023_MD-004_V22023-09-01,59,5.33333333,89.33333333,5.33333333,45.51784948,-111.6889884,4326
404,MT_MCFO-LUP-2017_Shallow-210_V12020-09-01,59,2,93.33333333,2,45.15069659,-105.5481834,4326
405,MT_MCFO_LUP_2023_MCFO2022-072_V12023-09-01,59,0.66666667,92,7.33333333,46.2682513,-104.5421576,4326
406,MT_NCMDO_LUP_2022_W_853_V12022-09-01,59,3.33333333,69.33333333,21.33333333,48.60710588,-107.4990779,4326
407,MT_NCMD_LUP_2022_RC-207_V12023-09-01,59,8,76.66666667,1.33333333,48.87828873,-107.17398,4326
408,MT_North-Central-Montana-LUP-2017_GR-205_V12021-09-01,59,2.67,59.33,34.67,48.54015085,-106.7333294,4326
409,MT_North-Central-Montana-LUP-2017_GR-207_V12021-09-01,59,3.33,71.35,22,48.06836885,-107.3742938,4326
410,MT_North-Central-Montana-LUP-2017_GR-234_V12021-09-01,59,0.67,82.02,16.67,48.81669896,-107.5408505,4326
411,MT_North-Central-Montana-LUP-2017_GR-255_V12021-09-01,59,9.33,75.36,10,47.90303636,-107.2401487,4326
412,WY_BFO_LUP_2022_BFO2022-NR-058_V12023-09-01,59,4.66666667,66.66666667,9.33333333,43.97745006,-105.150969,4326
413,16090715250919132016-09-01,58,4.66666667,50.66666667,14,40.112262,-108.589289,4326
414,17071909491566972017-09-01,58,7.33333333,82,4,42.086405,-110.689474,4326
415,1905091502473982019-09-01,58,14,79.33333333,2.66666667,43.48224414,-104.6484027,4326
416,19050915185286952019-09-01,58,3.33333333,91.33333333,4,44.052094,-104.9326653,4326
417,1905091526483502019-09-01,58,4.66666667,72.66666667,2,43.23701382,-104.7602364,4326
418,19071007535996202019-09-01,58,17.33333333,74,8.66666667,42.034332,-110.407888,4326
419,20071819323221592020-09-01,58,12.66666667,75.33333333,8,43.29616,-104.56689,4326
420,22051215083798952022-09-01,58,16,78.66666667,4.66666667,44.581497,-106.221422,4326
421,22051310142976332022-09-01,58,29.33333333,66,2.66666667,44.551307,-106.032241,4326
422,22051310333595242022-09-01,58,0,96.66666667,3.33333333,44.391118,-105.748977,4326
423,22051310440147182022-09-01,58,14.66666667,72.66666667,3.33333333,44.589528,-105.864691,4326
424,CO_CO-NWD-2020_CW-1028_V12020-09-01,58,2.66666667,86.66666667,10,39.58904538,-106.8255957,4326
425,CO_CO_Gunnison_Field_Office_LUP_2020_Cotton-1413_V22021-09-01,58,5.33333333,72,16.66666667,38.37520548,-107.0495157,4326
426,CO_CO_Kremmling_Field_Office_LUP_2021_KFO2021-013_V22021-09-01,58,6.66666667,78,12.66666667,40.1800311,-106.3648026,4326
427,CO_CO_Kremmling_Field_Office_LUP_2021_KFO2021-036_V22021-09-01,58,33.33333333,26.66666667,21.33333333,40.12977073,-105.9759366,4326
428,CO_GFO_LUP_2020_Oak-2068_V22023-09-01,58,28.66666667,42,24,38.5093681,-106.9590355,4326
429,CO_KFO_INT_TRGT_2022_Bolton_Draw_T2_V22022-09-01,58,26.66666667,68.66666667,2.66666667,40.68055817,-106.1221995,4326
430,CO_KFO_LUP_2021_KFO2021-149_V22023-09-01,58,6,50.66666667,11.33333333,40.95278019,-105.9524719,4326
431,CO_KFO_LUP_2021_KFO2021-NR-035_V12023-09-01,58,16,61.33333333,17.33333333,40.22360182,-106.3907849,4326
432,CO_KFO_LUP_2021_KFO2021_076_V22022-09-01,58,1.33333333,72,26.66666667,40.95008336,-106.4880956,4326
433,CO_UFO_GUSGHAF_2022_GreenMtnJensenWare-199_V12023-09-01,58,10.66666667,62,24.66666667,38.61911793,-107.7466413,4326
434,CO_WRFO_LUP_2021_WRFO2021-139_V22023-09-01,58,3.33333333,92.66666667,1.33333333,39.78908357,-108.5601057,4326
