ID,PrimaryKey,Plant_sp_count,BareSoilCover,TotalFoliarCover,FH_TotalLitterCover,latitude,longitude,CRS
5173,MT_North-Central-Montana-LUP-2017_GR-249_V12021-09-01,29,3.33,64.68,24,48.47275397,-106.877259,4326
5174,MT_North-Central-Montana-LUP-2017_MS-526_V12021-09-01,29,4,52,31.33,48.05035711,-109.1652722,4326
5175,MT_North-Central-Montana-LUP-2017_MS-537_V12020-09-01,29,28.66666667,59.33333333,12,47.94417293,-106.7083457,4326
5176,MT_North-Central-Montana-LUP-2017_WS-387_V12021-09-01,29,36,40.02,22.67,47.93629535,-107.1878567,4326
5177,MT_SDFO_LUP_2022_SDFO2022-075_V12023-09-01,29,21.33333333,69.33333333,6,44.92069587,-103.9471446,4326
5178,MT_SDFO_LUP_2022_SDFO2022-081_V12023-09-01,29,42,36.66666667,5.33333333,45.41965779,-103.2947268,4326
5179,MT_SDFO_LUP_2022_SDFO2022-102_V12023-09-01,29,14,82.66666667,0.66666667,44.16413153,-102.4093537,4326
5180,MT_SDFO_LUP_2022_SDFO2022_043_V12022-09-01,29,0,98,2,45.04832343,-103.9608374,4326
5181,MT_SDFO_LUP_2022_SDFO2022_054_V12022-09-01,29,0,95.33333333,4.66666667,44.32737353,-102.6823096,4326
5182,WY_BFO_LUP_2022_BFO2022-019_V22023-09-01,29,4,92,3.33333333,44.24679916,-106.3399764,4326
5183,WY_BFO_LUP_2022_BFO2022_NR_032_V12022-09-01,29,4,78,16,44.20286807,-106.2448636,4326
5184,WY_CAFO_LUP_2022_CAFO2022-025_V22023-09-01,29,6,78.66666667,12.66666667,43.1825886,-106.1309148,4326
5185,WY_CAFO_LUP_2022_CAFO2022_NR_026_V12022-09-01,29,10,61.33333333,26.66666667,43.4083979,-106.7144931,4326
5186,WY_COFO_LUP_2022_COFO2022_016_V22022-09-01,29,36.66666667,18.66666667,15.33333333,44.72981445,-107.9257409,4326
5187,WY_COFO_LUP_2022_COFO2022_017_V12022-09-01,29,10.66666667,56,20,44.84485336,-109.2714631,4326
5188,WY_COFO_LUP_2022_COFO2022_NR_034_V12022-09-01,29,23.33333333,58,16,44.16445781,-109.061574,4326
5189,WY_KFO_LUP_2022_KFO2022_NR_015_V12022-09-01,29,12.66666667,41.33333333,26.66666667,41.75289606,-110.4948519,4326
5190,WY_KFO_Targeted_2023_KFO2022-T-022_V12023-09-01,29,2.66666667,86.66666667,10.66666667,41.98657299,-110.6245485,4326
5191,WY_LFO_LUP_2022_LFO2022_024_V22022-09-01,29,37.33333333,48.66666667,4.66666667,42.83423678,-108.0473238,4326
5192,WY_LFO_LUP_2022_LFO2022_T_11_V12022-09-01,29,0.66666667,90.66666667,8.66666667,42.48086386,-108.4940782,4326
5193,WY_RFO_LUP_2021_RFO2021-089_V22023-09-01,29,35.33333333,52.66666667,12,41.17516668,-107.5668677,4326
5194,WY_RFO_LUP_2021_RFO2021_044_V22022-09-01,29,23.33333333,62,14.66666667,42.26244396,-107.7435003,4326
5195,WY_RFO_LUP_2021_RFO2021_069_V22022-09-01,29,10.66666667,61.33333333,26,41.59404726,-108.3105635,4326
5196,WY_RFO_LUP_2021_RFO2021_NR_019_V12022-09-01,29,4,46,42.66666667,41.56726326,-106.4697101,4326
5197,WY_RFO_LUP_2021_RFO2021_NR_021_V12022-09-01,29,32.66666667,24.66666667,24,41.19840926,-108.2801572,4326
5198,WY_RSFO_CM_RMP_2022_CM2022_009_V12022-09-01,29,14,44,1.33333333,41.33950739,-109.4308803,4326
5199,WY_RSFO_RDI_2021_RDI2021_032_V12022-09-01,29,40.66666667,41.33333333,15.33333333,41.91658686,-109.1590694,4326
5200,WY_WYAIM-RAFO-2021_RFO2021-003_V22022-09-01,29,37.33333333,57.33333333,5.33333333,42.12265943,-107.6456831,4326
5201,1107260917168932011-09-01,28,17.33333333,65.33333333,16.66666667,39.89483709,-108.1622413,4326
5202,11101112384417162011-09-01,28,3,95,2,40.12011096,-108.338368,4326
5203,14060318075867812014-09-01,28,7.33333333,86.66666667,2.66666667,40.07551173,-108.1679172,4326
5204,14071110354142132014-09-01,28,16,76,8,40.21937174,-108.5775841,4326
5205,15061109502352762015-09-01,28,23.33333333,55.33333333,19.33333333,39.27566389,-108.9756391,4326
5206,15071612193514312015-09-01,28,7.33333333,80,11.33333333,38.234407,-105.861822,4326
5207,1508130928164802015-09-01,28,38.66666667,56,4.66666667,38.44749,-107.11939,4326
5208,15091611231326772015-09-01,28,20,61.33333333,12,37.1307723,-106.1541233,4326
5209,1606070801222552016-09-01,28,3.33333333,77.33333333,13.33333333,40.007493,-108.2562217,4326
5210,16061409561741752019-09-01,28,52.66666667,40.66666667,6.66666667,42.29058,-110.22632,4326
5211,1606140957521952019-09-01,28,24.66666667,60,3.33333333,42.6344,-109.62559,4326
5212,16061410013898402019-09-01,28,14.66666667,73.33333333,12,42.9046,-110.26627,4326
5213,16062910523218672016-09-01,28,6,84.66666667,7.33333333,45.0504,-112.74995,4326
5214,16063009484925542016-09-01,28,11.33333333,64.66666667,20.66666667,40.170534,-109.0228636,4326
5215,16070713590599462016-09-01,28,13.33333333,71.33333333,9.33333333,45.064956,-112.456402,4326
5216,16071209161031932016-09-01,28,23.33333333,54,19.33333333,40.265666,-108.4801743,4326
5217,16071811123024252016-09-01,28,45.33333333,41.33333333,12.66666667,42.3414071,-108.2705838,4326
5218,1607201555262422016-09-01,28,10,58.66666667,12,38.44895649,-106.941607,4326
5219,16072116112945262016-09-01,28,0.66666667,80,11.33333333,45.0649,-112.6868,4326
5220,16072809092128102016-09-01,28,17.33333333,51.33333333,18,42.6244272,-108.2704002,4326
5221,16080212223597762016-09-01,28,24,56,13.33333333,44.85424488,-106.1297793,4326
5222,16080513340321882016-09-01,28,1.33333333,88.66666667,10,44.99268203,-107.0120583,4326
5223,16080809074310942016-09-01,28,4.66666667,79.33333333,16,44.81320685,-106.6355972,4326
5224,1608081332412882016-09-01,28,32.66666667,34.66666667,22.66666667,39.865422,-109.0153677,4326
5225,16081107230943882016-09-01,28,6,30,16.66666667,42.4650695,-108.7404017,4326
5226,16081112104437472016-09-01,28,6,28,11.33333333,39.260643,-108.225599,4326
5227,16081113275197152016-09-01,28,2.66666667,68.66666667,24.66666667,42.6278435,-108.5289854,4326
5228,16081614261347002016-09-01,28,8,73.33333333,18.66666667,42.2425878,-108.1796018,4326
5229,1608191319018112016-09-01,28,6.66666667,68.66666667,17.33333333,44.37265645,-103.6949027,4326
5230,16082307535556222016-09-01,28,16,57.33333333,23.33333333,42.2658139,-107.5515487,4326
5231,16082415020084792016-09-01,28,8.66666667,60,18,38.47902778,-106.9686111,4326
5232,16082909324493882016-09-01,28,4,64,25.33333333,38.5100825,-106.8817473,4326
5233,16090614505326962016-09-01,28,10,62,16,45.03105,-112.7369,4326
5234,16090811013967602016-09-01,28,12.66666667,50,18,37.13174398,-105.7958234,4326
5235,16090912444733572016-09-01,28,40.66666667,44,14,40.87498755,-108.3949527,4326
5236,16091909125354732016-09-01,28,30,42.66666667,24,42.0142,-106.97529,4326
5237,16091911501061942016-09-01,28,31.33333333,40,19.33333333,39.2988772,-108.2837522,4326
5238,16091915434672102016-09-01,28,28,30,22,42.20652,-106.8164,4326
5239,16092609261943922016-09-01,28,21.33333333,65.33333333,12.66666667,42.5046673,-108.173261,4326
5240,17052311361223752017-09-01,28,32,27.33333333,20.66666667,44.087216,-107.3607863,4326
5241,17052312011052642017-09-01,28,28.66666667,52.66666667,12,43.35431654,-106.4909856,4326
5242,17052312100526872017-09-01,28,27.33333333,45.33333333,27.33333333,43.68307942,-107.4093059,4326
5243,17052314010071422017-09-01,28,22,42.66666667,10.66666667,44.25097331,-109.1711264,4326
5244,17052314013967852017-09-01,28,2,60.66666667,37.33333333,44.54961829,-109.2561503,4326
5245,17053008080083822017-09-01,28,0.66666667,91.33333333,7.33333333,45.64359,-112.45047,4326
5246,17053011424053702018-09-01,28,12.66666667,54.66666667,13.33333333,43.72662,-106.96685,4326
5247,17053115534434282021-09-01,28,16.66666667,70,1.33333333,43.49282,-106.9369,4326
5248,17053116235091212021-09-01,28,2.66666667,94,3.33333333,44.0708313,-106.2453613,4326
5249,17053120250361232017-09-01,28,2.66666667,87.33333333,10,45.62834988,-110.1564751,4326
5250,17053120504122512017-09-01,28,5.33333333,41.33333333,14.66666667,45.11365183,-108.3356688,4326
5251,17060213450840852017-09-01,28,8.66666667,73.33333333,1.33333333,48.1782327,-106.9328282,4326
5252,17060517402798032017-09-01,28,39.33333333,48,10,42.00718,-107.98768,4326
5253,17060814050298642017-09-01,28,26.66666667,54,15.33333333,41.241534,-110.207971,4326
5254,17060816103933012017-09-01,28,0.66666667,73.33333333,8.66666667,38.38875,-106.70391,4326
5255,17060909341574652017-09-01,28,2,83.33333333,7.33333333,45.76387,-112.11372,4326
5256,17061209305596122017-09-01,28,0,75.33333333,16,38.05439054,-106.2072932,4326
5257,17061509020352132017-09-01,28,0,74.66666667,25.33333333,43.80797657,-106.8380247,4326
5258,17061910100826462017-09-01,28,20.66666667,65.33333333,13.33333333,42.07573,-109.06055,4326
5259,17062211295044802017-09-01,28,15.33333333,68.66666667,12.66666667,41.372088,-109.980285,4326
5260,17062610530840592017-09-01,28,2.66666667,83.33333333,14,40.28182015,-108.3224674,4326
5261,17062709212058002017-09-01,28,2,83.33333333,4,46.93474,-111.97879,4326
5262,17062814213220692017-09-01,28,32.66666667,36.66666667,7.33333333,41.79472,-106.87447,4326
5263,1706281449456532017-09-01,28,31.33333333,37.33333333,23.33333333,38.80695,-108.5699,4326
5264,17070709232674852017-09-01,28,7.33333333,73.33333333,18.66666667,38.4733,-106.57994,4326
5265,17071207093682492017-09-01,28,16.66666667,70.66666667,10.66666667,42.49394408,-108.0013091,4326
5266,17071210475720912017-09-01,28,10.66666667,56.66666667,19.33333333,40.72041736,-108.5585504,4326
5267,17071714394361392017-09-01,28,16,58,24.66666667,41.11455,-109.10165,4326
5268,17071807560034342017-09-01,28,6,60.66666667,6.66666667,38.33526,-107.17863,4326
5269,17071912212656732017-09-01,28,2.66666667,87.33333333,9.33333333,44.88616588,-104.8639183,4326
5270,17072413450591562017-09-01,28,30,60.66666667,9.33333333,39.749008,-106.726465,4326
5271,17072812000760982017-09-01,28,0,88.66666667,6.66666667,48.85233,-108.12135,4326
5272,17080318020882872017-09-01,28,8,70.66666667,11.33333333,40.249628,-108.702816,4326
5273,1708110838364112017-09-01,28,2.66666667,90.66666667,6.66666667,45.07147,-103.631281,4326
5274,17081511092799452017-09-01,28,12,51.33333333,24,41.25636,-107.54803,4326
5275,17082910504719422017-09-01,28,0.66666667,92.66666667,4,47.71133,-108.28529,4326
5276,17090510513555562017-09-01,28,22.66666667,60.66666667,12,42.71538604,-108.2448454,4326
5277,17090609202985222017-09-01,28,12.66666667,48.66666667,14.66666667,37.06199667,-106.1442417,4326
5278,17091910034013382017-09-01,28,12,82.66666667,5.33333333,44.33664,-102.33188,4326
5279,17093013280615792017-09-01,28,8.66666667,68.66666667,17.33333333,38.95394,-108.90077,4326
5280,17100614035292522017-09-01,28,2,88,9.33333333,45.21333,-112.25532,4326
5281,17102513155835882016-09-01,28,24.66666667,64.66666667,10.66666667,42.44317,-110.21017,4326
5282,1806011234391202018-09-01,28,48.66666667,28.66666667,16,38.10495,-108.64893,4326
5283,18060516552486022018-09-01,28,28,46.66666667,18,40.824883,-106.425305,4326
5284,1806060810121332018-09-01,28,5.33333333,62,31.33333333,40.97338,-107.611992,4326
5285,18060615385010692018-09-01,28,48.66666667,32.66666667,15.33333333,39.22486,-108.57014,4326
5286,18061211072699882018-09-01,28,14.66666667,60.66666667,23.33333333,40.518022,-108.171415,4326
5287,1806121301323912018-09-01,28,38,50,12,44.11832754,-106.4861663,4326
5288,1806131613054002018-09-01,28,8.66666667,38,12.66666667,39.27405,-108.32262,4326
5289,1806190817449272018-09-01,28,16,76.66666667,6,44.18349112,-106.3579102,4326
5290,18061916165965302018-09-01,28,10.66666667,64,22.66666667,40.34865375,-108.4383438,4326
5291,18062614514716322018-09-01,28,30,54,11.33333333,44.92707,-104.74353,4326
5292,18062709125162572018-09-01,28,1.33333333,96.66666667,2,42.80920002,-107.4094939,4326
5293,18070609084174172019-09-01,28,18,62.66666667,19.33333333,43.541971,-106.394452,4326
5294,18071111381619632018-09-01,28,5.33333333,32,26,40.22226975,-108.6576491,4326
5295,18071608472249972018-09-01,28,0.66666667,96.66666667,2.66666667,43.44929693,-107.2296023,4326
5296,18071613385038252018-09-01,28,16.66666667,57.33333333,22.66666667,38.561515,-106.133305,4326
5297,1807171454192292018-09-01,28,8,60.66666667,22,38.550919,-106.119402,4326
5298,18072607220795752018-09-01,28,1.33333333,96,0,44.521055,-109.170376,4326
5299,18080207170353792018-09-01,28,2.66666667,79.33333333,16.66666667,41.54415,-107.48222,4326
5300,18080911375688202018-09-01,28,12,50,11.33333333,38.84484,-108.14199,4326
5301,18081313482333512018-09-01,28,7.33333333,37.33333333,19.33333333,38.913454,-105.614667,4326
5302,18082109593940232019-09-01,28,10,86,4,44.8561,-106.3787,4326
5303,18082307165624982018-09-01,28,0,99.33333333,0.66666667,42.27679,-107.21245,4326
5304,18090613052418172018-09-01,28,2,56,18.66666667,40.404427,-108.743996,4326
5305,19050113113893932019-09-01,28,26,46.66666667,11.33333333,41.01126,-109.522169,4326
5306,19050914530470122019-09-01,28,0,98,2,44.98824854,-104.9325248,4326
5307,19050915064131862019-09-01,28,0,100,0,44.84087758,-104.50227,4326
5308,19050915130634312019-09-01,28,0,91.33333333,8.66666667,44.99345624,-104.7509214,4326
5309,19052012445233732019-09-01,28,14.66666667,79.33333333,2.66666667,43.38676286,-106.9152643,4326
5310,19052109575736672019-09-01,28,11.33333333,85.33333333,3.33333333,43.15617437,-106.6905038,4326
5311,19052110553725262019-09-01,28,46,54,0,43.19243327,-106.7458144,4326
5312,1905211157132952019-09-01,28,22,71.33333333,6,42.87534617,-106.8029372,4326
5313,19052310340914342019-09-01,28,10,77.33333333,11.33333333,40.804257,-108.827117,4326
5314,19053008172652072019-09-01,28,32.66666667,50.66666667,14,43.026374,-107.980341,4326
5315,19061121090162122019-09-01,28,7.33333333,80,7.33333333,41.08912024,-110.258933,4326
5316,19061121295390802019-09-01,28,47.33333333,41.33333333,8.66666667,41.67688531,-110.4306968,4326
5317,19061215093220912019-09-01,28,42.66666667,44.66666667,10,41.99337,-110.165,4326
5318,19070813164679432019-09-01,28,4,62,16,42.64108,-109.58327,4326
5319,19070814305167832019-09-01,28,0.66666667,82.66666667,4,43.6293795,-106.860306,4326
5320,19072309112596972019-09-01,28,5.33333333,82.66666667,6.66666667,42.01667,-110.626647,4326
5321,190807163750842019-09-01,28,6,90.66666667,2,42.71624,-110.41569,4326
5322,19082008455710622019-09-01,28,33.33333333,64,2.66666667,38.93013,-108.80553,4326
5323,19082308173865442019-09-01,28,14.66666667,78,7.33333333,38.933119,-108.77627,4326
5324,19082314580363822019-09-01,28,6.66666667,71.33333333,21.33333333,41.0970177,-110.3906975,4326
5325,19082713392456752019-09-01,28,8,88.66666667,2,44.4769264,-105.3419354,4326
5326,20052811443416132020-09-01,28,5.33333333,92,2,44.699624,-105.51916,4326
5327,20052811534865332020-09-01,28,1.33333333,92.66666667,4.66666667,44.809176,-105.319246,4326
5328,20052811592812652020-09-01,28,8,84,8,44.590928,-105.720664,4326
5329,20052812473433152020-09-01,28,4.66666667,81.33333333,12,44.896264,-105.550671,4326
5330,20062420312465702020-09-01,28,62,30.66666667,4.66666667,44.91233,-104.80302,4326
5331,20062613062977902020-09-01,28,19.33333333,64,16.66666667,42.9262177,-106.9142123,4326
5332,20071310501840452020-09-01,28,20,61.33333333,2.66666667,44.37202,-108.6705,4326
5333,20072708155951152020-09-01,28,19.33333333,71.33333333,8.66666667,44.55148,-108.91088,4326
5334,20080405555231512020-09-01,28,23.33333333,56.66666667,18,41.1842,-110.787,4326
5335,20080708583995192020-09-01,28,2.66666667,72.66666667,24.66666667,41.68645,-110.75459,4326
5336,20081108591876422020-09-01,28,16.66666667,56,25.33333333,42.47245,-110.31874,4326
5337,20081209194174212020-09-01,28,14.66666667,62,14,41.57333,-109.57812,4326
5338,20081723440440972020-09-01,28,0.66666667,83.33333333,15.33333333,42.1197,-110.6418,4326
5339,20082216031512242020-09-01,28,17.33333333,36,36.66666667,43.97633,-108.53353,4326
5340,2106041148137902021-09-01,28,8,72,20,44.158078,-105.756322,4326
5341,21060412002840142021-09-01,28,7,66,27,44.609192,-105.328598,4326
5342,21071209415490352021-09-01,28,18.66666667,56,18,42.87428044,-107.2710846,4326
5343,23053011460350832023-09-01,28,16,73,11,44.981371,-106.165693,4326
5344,23053011584196212023-09-01,28,12,78,10,44.919382,-106.13,4326
5345,COF02000_2019_CO-5962019-09-01,28,5.33333333,58.66666667,5.33333333,39.15508033,-106.0109544,4326
5346,COF02000_2019_PI-6712019-09-01,28,9.33333333,26,23.33333333,38.4686785,-105.8534608,4326
5347,COF03000_2019_ROCK-2472019-09-01,28,6.66666667,63.33333333,8.66666667,37.35006988,-106.2409028,4326
5348,COF03000_2019_SALT-2742019-09-01,28,0.66666667,94.66666667,4.66666667,37.29507187,-105.8180337,4326
5349,COF07000_2019_MtnSage-21472019-09-01,28,6,85.33333333,8,38.28226953,-106.7360444,4326
5350,COF07000_2019_WySage-22492019-09-01,28,10,52,26,38.2261248,-106.7648947,4326
5351,COF07000_2019_WySage-22562019-09-01,28,6,56.66666667,24,38.18644652,-106.6736924,4326
5352,CON01000_2019_SS-5582019-09-01,28,36.66666667,32,7.33333333,40.87825987,-108.6023286,4326
5353,COS01000_2020_RI-2472019-09-01,28,56,18,20,37.31194734,-108.9661569,4326
5354,COS05000_2019_SD-3362019-09-01,28,20.66666667,34.66666667,10,38.78829335,-107.8671853,4326
5355,COS05000_2019_SD-3432019-09-01,28,13.33333333,40.66666667,16,38.76671995,-108.2646575,4326
5356,CO_CO-NWD-2020_CO-1018_V12020-09-01,28,8,55,15,39.86056093,-106.7824284,4326
5357,CO_CO-NWD-2020_MtnSage-329_V12020-09-01,28,8,76.66666667,14,40.53036928,-106.1776036,4326
5358,CO_CO-NWD-2020_WyoSage-1268_V12020-09-01,28,30,28,12,40.81059821,-108.6887235,4326
5359,CO_CO-NWD-2020_WyoSage-818_V12020-09-01,28,8.66666667,38.66666667,10.66666667,40.81444092,-108.3853536,4326
5360,CO_CO_Colorado_River_Valley_Field_Office_LUP_2021_UFP-022_V12021-09-01,28,5.33333333,51.33333333,16.66666667,39.71484717,-107.0931615,4326
5361,CO_CO_Grand_Junction_Field_Office_LUP_2021_GJFO2021-013_V12021-09-01,28,6,63.33333333,16.66666667,39.4674554,-108.915303,4326
5362,CO_CO_Grand_Junction_Field_Office_LUP_2021_GJFO2021-022_V12021-09-01,28,14,46.66666667,18.66666667,39.21810019,-108.0985693,4326
5363,CO_CO_Gunnison_Field_Office_LUP_2020_Oak-2091_V22021-09-01,28,11.33333333,56,11.33333333,38.42938139,-106.8860545,4326
5364,CO_CO_Kremmling_Field_Office_LUP_2021_KFO2021-018_V22021-09-01,28,11.33333333,70,12.66666667,40.70023981,-106.1776194,4326
5365,CO_CO_Little_Snake_Field_Office_LUP_2021_LSFO2021-026_V22021-09-01,28,26,36,22.66666667,40.86623344,-108.3178536,4326
5366,CO_CO_Little_Snake_Field_Office_LUP_2021_LSFO2021-NR-027_V12021-09-01,28,9.33333333,55.33333333,35.33333333,40.68759802,-107.7027549,4326
5367,CO_CO_Royal_Gorge_Field_Office_LUP_2017_GR-519_V12021-09-01,28,5.33333333,49.33333333,18,39.11047288,-105.8636517,4326
5368,CO_CO_San_Luis_Valley_LUP_2020_HILL-001_V22021-09-01,28,8,52,10.66666667,37.63222597,-106.287278,4326
5369,CO_CO_San_Luis_Valley_LUP_2020_LOAMY-NR-004_V12021-09-01,28,0.66666667,52,8.66666667,37.42337586,-106.2192023,4326
5370,CO_CO_Tres_Rios_Field_Office_LUP_2018_PJ-034_V12021-09-01,28,52,26,10.66666667,37.35122483,-108.8346126,4326
5371,CO_CO_Tres_Rios_Field_Office_LUP_2018_SD-177_V12021-09-01,28,19.33333333,26.66666667,4,37.39723093,-108.9357968,4326
5372,CO_CO_Tres_Rios_Field_Office_LUP_2018_SS-111_V12021-09-01,28,58.66666667,31.33333333,9.33333333,38.05850143,-108.6517938,4326
5373,CO_CO_Uncompahgre_Field_Office_LUP_2018_SD-371_V12021-09-01,28,7.33333333,18.66666667,8.66666667,38.71078252,-108.2543739,4326
5374,CO_CO_Uncompahgre_Field_Office_LUP_2018_SD-373_V12021-09-01,28,47.33333333,26,22.66666667,38.7907972,-108.2606965,4326
5375,CO_CO_Uncompahgre_Field_Office_LUP_2018_SD-383_V12021-09-01,28,48,32,16.66666667,38.39289911,-107.7616571,4326
5376,CO_CO_Uncompahgre_Field_Office_LUP_2018_SS-277_V12021-09-01,28,30.66666667,34.66666667,20.66666667,38.36662116,-107.8317317,4326
5377,CO_CO_Uncompahgre_Field_Office_LUP_2018_SS-279_V12021-09-01,28,20,50,10.66666667,38.33353237,-108.721438,4326
5378,CO_GJFO_LUP_2021_GJFO2021-055_V22023-09-01,28,47.33333333,33.33333333,18,39.22486386,-108.5701484,4326
5379,CO_Gunnison-Field-Office-2020_MtnSage-2147_V22020-09-01,28,13.33333333,56,30,38.28224758,-106.736029,4326
5380,CO_Gunnison-Field-Office-2020_Oak-2057_V22020-09-01,28,8.66666667,56.66666667,14,38.44207664,-106.7037102,4326
5381,CO_Gunnison-Field-Office-2020_Oak-2084_V22020-09-01,28,2.66666667,84,6.66666667,38.5122507,-106.9136897,4326
5382,CO_KFO_LUP_2021_KFO2021_NR_018_V12022-09-01,28,14.66666667,67.33333333,17.33333333,40.76811519,-106.3586437,4326
5383,CO_LSFO_LUP_2021_LSFO2021_046_V12022-09-01,28,20.66666667,52.66666667,17.33333333,40.68807362,-108.4346024,4326
5384,CO_RGFO-2020_GR-502_V12020-09-01,28,10.66666667,53.33333333,24.66666667,39.15329421,-105.7974001,4326
5385,CO_RGFO-2020_RI-824_V12020-09-01,28,3.33333333,88,6,39.26076276,-106.1945539,4326
5386,CO_SLVFO_LUP_2020_MTN_166_V22022-09-01,28,5.33333333,62.66666667,20,38.15316713,-106.0257507,4326
5387,CO_SLVFO_LUP_2020_ROCK_234_V22022-09-01,28,23.33333333,48,17.33333333,38.17753133,-105.8298622,4326
5388,CO_SWDO_ESR_2022_BookcliffSedMix-64_V32023-09-01,28,4.66666667,68,27.33333333,39.18762486,-108.4490071,4326
5389,CO_SWDO_ESR_2022_SieberUnseeded_59_V22022-09-01,28,1.33333333,98.66666667,0,39.04198985,-108.9594008,4326
5390,CO_San-Luis-Valley-Field-Office-2020_Loamy-090_V22020-09-01,28,8,55.33333333,27.33333333,37.92023778,-106.380023,4326
5391,CO_TRFO-2020_SD-167_V12020-09-01,28,50.66666667,10,2,37.38447414,-108.9902873,4326
5392,CO_TRFO-2020_SS-090_V12020-09-01,28,20,20,8,38.23368673,-108.9004273,4326
5393,CO_TRFO_GUSG_2022_GRSGInt_12_V12022-09-01,28,32.66666667,35.33333333,31.33333333,38.1056026,-108.5430137,4326
5394,CO_TRFO_LUP_2018_SD_187_V12022-09-01,28,44.66666667,39.33333333,16,37.41654319,-109.0327135,4326
5395,CO_TRFO_LUP_2018_SS_120_V12022-09-01,28,35.33333333,26.66666667,23.33333333,37.42349849,-109.0368028,4326
5396,CO_UFO_LUP_2018_SD_401_V12022-09-01,28,46.66666667,17.33333333,6,38.34164127,-108.8495864,4326
5397,CO_UFO_LUP_2018_SD_414_V12022-09-01,28,32.66666667,35.33333333,22.66666667,38.7957226,-107.5920217,4326
5398,CO_UFO_LUP_2023_UFO2023-NR-025_V12023-09-01,28,54.66666667,31.33333333,11.33333333,38.79716709,-107.6683401,4326
5399,MT001000_2018_SgShr-0942018-09-01,28,13.33333333,81.33333333,4,45.14267085,-108.9281783,4326
5400,MTB05000_2018_CEN-02-S2018-09-01,28,12.66666667,73.33333333,10.66666667,44.59312538,-112.1538406,4326
5401,MTB05000_2018_CEN-03-S2018-09-01,28,8,86,4,44.68819906,-112.0541294,4326
5402,MTB05000_2018_MAD-03-S2018-09-01,28,2,92,5.33333333,45.51785584,-111.6889476,4326
5403,MTB05000_2018_SC-03-S2018-09-01,28,10,61.33333333,8.66666667,44.79203837,-112.5597628,4326
5404,MTB05000_2019_ML-20-G2019-09-01,28,0.66666667,67.33333333,0,44.79263866,-112.9875402,4326
5405,MTB05000_2019_UHP-18-S2019-09-01,28,0.66666667,95.33333333,2.66666667,44.83588512,-113.3160677,4326
5406,MTB07000_2018_BHW-06-OS2018-09-01,28,11.33333333,74.66666667,10.66666667,45.8574971,-113.0659328,4326
5407,MTB07000_2019_SGB-0062019-09-01,28,5.33333333,52.66666667,19.33333333,46.41378461,-111.6195654,4326
5408,MTC00000_2019_Grass-0932019-09-01,28,20,75.33333333,4.66666667,45.17654362,-103.6569044,4326
5409,MTC00000_2019_Grass-1062019-09-01,28,20.66666667,68,2,46.0732496,-103.9753392,4326
5410,MTC00000_2019_Grass-1162019-09-01,28,8,91.33333333,0.66666667,44.44805334,-103.4893451,4326
5411,MTC00000_2019_Shrub-2222019-09-01,28,4,96,0,46.08712001,-103.9620899,4326
5412,MTC01000_2019_RpWet-1972019-09-01,28,45.33333333,52,0,45.03421558,-108.6480989,4326
5413,MTC02000_2018_SiltyLoamy-2482019-09-01,28,4.66666667,95.33333333,0,47.04040081,-105.6849575,4326
5414,MTC02000_2019_Clay-based-0302018-09-01,28,10,70.66666667,18,45.22794274,-105.2763565,4326
5415,MTC02000_2019_Clay-based-0332018-09-01,28,24.83221477,59.73154362,5.36912752,45.64172552,-104.4998409,4326
5416,MTC02000_2019_SandGravel-1432019-09-01,28,0.66666667,94,2.66666667,45.68988912,-104.8876378,4326
5417,MTL01000_2019_GR-1592019-09-01,28,27.33333333,63.33333333,0,48.11825791,-107.2478239,4326
5418,MTL0600_2019_MSMB-0772019-09-01,28,12,71.33333333,10,47.90321691,-109.2463034,4326
5419,MT_BFO_AIMLite_2022_BFO_Lite_JV_008_V12022-09-01,28,24,60,8,45.95896737,-111.6968435,4326
5420,MT_BFO_AIMLite_2023_Unknown-7_V12023-09-01,28,16,31.33333333,9.33333333,45.98865311,-110.8948322,4326
5421,MT_BFO_LUP_2023_BFO2023-17_V12023-09-01,28,7.33333333,78.66666667,6.66666667,45.69882695,-112.5453037,4326
5422,MT_BIFO-Random-Restricted-2021_INT-UPMU-Grss-23_V12021-09-01,28,28,49.34,22.67,46.46556035,-108.8012818,4326
5423,MT_BIFO_INT_TRGT_2022_INT_LBCH_Grss_11_V12022-09-01,28,5.33333333,77.33333333,11.33333333,45.87518924,-110.1040955,4326
5424,MT_BIFO_LUP_2023_INT-PMWH-fLo-012_V12023-09-01,28,50,43.33333333,4,45.00172269,-108.4669076,4326
5425,MT_BIFO_LUP_2023_TGT-PMWH-tnWd-31_V12023-09-01,28,17.33333333,24.66666667,15.33333333,44.97378311,-108.2454979,4326
5426,MT_DFO-Random-2021_RRL-011_V22021-09-01,28,6.67,46.67,30.67,44.86742918,-112.835998,4326
5427,MT_DFO-Watershed-2020_GH-25-S_V12020-09-01,28,17.33333333,61.33333333,19.33333333,45.26244099,-112.9457315,4326
5428,MT_DFO-Watershed-2020_GH-48-G_V12020-09-01,28,2,85.33333333,11.33333333,45.0580293,-112.9363003,4326
5429,MT_DFO_LUP_2022_BSC_NR_003_V12022-09-01,28,17.33333333,57.33333333,19.33333333,44.68661199,-112.8562956,4326
5430,MT_DFO_LUP_2022_BSC_NR_007_V12022-09-01,28,10.66666667,54.66666667,14,44.54439471,-112.8220458,4326
